"Fecha","Consentimiento"," 1. En relación con el servicio Nequi, selecciona la opción que te describa mejor:","2. En relación con el servicio Daviplata, selecciona la opción que te describa mejor:"," 3. En relación con el servicio Addi, selecciona la opción que te describa mejor:","4. En relación con el servicio Sistecrédito, selecciona la opción que te describa mejor:","5. En general, ¿qué tan seguro(a) te sientes al usar servicios Fintech para manejar tu dinero o tus datos personales?"," 6. ¿Qué tan seguro(a) te sientes al usar billeteras digitales como Nequi o Daviplata?","7. ¿Qué tan seguro(a) te sientes al usar créditos digitales como Addi o Sistecrédito?","8.  ¿Cuáles de los siguientes factores influyen más en tu confianza o desconfianza hacia las plataformas Fintech?","9. ¿Has tenido alguna experiencia negativa al usar billeteras o créditos digitales (errores, fraudes, demoras, mala atención)?","10. En tu opinión, ¿las plataformas Fintech ofrecen una protección de datos personales igual, mejor o peor que la banca tradicional?","11. En general, ¿qué tan probable es que en los próximos 12 meses continúes usando o recomiendes a otras personas las billeteras o créditos digitales?","12. ¿Cómo calificas tu nivel de conocimiento o educación financiera para manejar servicios Fintech?","13. Selecciona tu rango de edad:","14. ¿Qué tanto conocimiento consideras que tienes sobre las plataformas Fintech (Nequi, Daviplata, Addi, Sistecrédito)?","15. Selecciona tu género","16. Ciudad o municipio donde resides actualmente:"
"11/14/2025 10:54:56","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo usé antes, pero ya no.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Seguro(a).","Poco seguro(a)","Seguro(a).","Educación financiera o conocimiento del servicio., Recomendaciones de familiares o amigos.","No.","No lo sé / No tengo suficiente información.","Probable.","Alto.","25–34 años.","Alto.","Masculino","Medellin"
"11/14/2025 10:56:06","Acepto participar de forma voluntaria y anónima.","Lo usé antes, pero ya no.","No lo conozco.","Lo uso actualmente.","Lo conozco, pero nunca lo he usado.","Muy seguro(a).","Muy seguro(a).","Muy seguro(a).","Facilidad de uso y claridad en la aplicación., Educación financiera o conocimiento del servicio.","No.","Mejor que la banca tradicional.","Muy probable.","Muy alto.","25–34 años.","Muy alto","Masculino","Apartadó "
"11/14/2025 10:58:00","Acepto participar de forma voluntaria y anónima.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Poco seguro(a)","Poco seguro(a)","Nada seguro(a).","Experiencias previas de fraude o estafa., Reputación o respaldo de la empresa.","Sí.","Peor que la banca tradicional.","Nada probable.","Alto.","35–44 años.","Alto.","Masculino","Medellin"
"11/14/2025 10:58:15","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo usé antes, pero ya no.","Lo uso actualmente.","Lo uso actualmente.","Seguro(a).","Seguro(a).","Muy seguro(a).","Facilidad de uso y claridad en la aplicación.","No.","Peor que la banca tradicional.","Muy probable.","Alto.","35–44 años.","Muy alto","Femenino","Carepa"
"11/14/2025 11:00:49","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo conozco, pero nunca lo he usado.","Lo uso actualmente.","Lo uso actualmente.","Seguro(a).","Seguro(a).","Seguro(a).","Experiencias previas de fraude o estafa., Facilidad de uso y claridad en la aplicación.","No.","Igual que la banca tradicional.","Probable.","Alto.","55 años o más.","Alto.","Femenino","Turbo"
"11/14/2025 11:02:47","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","No lo conozco.","No lo conozco.","Lo usé antes, pero ya no.","Seguro(a).","Seguro(a).","Seguro(a).","Educación financiera o conocimiento del servicio.","No.","Peor que la banca tradicional.","Nada probable.","Bajo","25–34 años.","Bajo.","Masculino","Turbo Antioquia "
"11/14/2025 11:03:28","Acepto participar de forma voluntaria y anónima.","Lo usé antes, pero ya no.","Lo uso actualmente.","Lo uso actualmente.","Lo conozco, pero nunca lo he usado.","Seguro(a).","Seguro(a).","Seguro(a).","Facilidad de uso y claridad en la aplicación., Educación financiera o conocimiento del servicio.","No.","Igual que la banca tradicional.","Probable.","Muy alto.","25–34 años.","Muy alto","Femenino","Apartado"
"11/14/2025 11:06:25","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo uso actualmente.","Lo uso actualmente.","Lo conozco, pero nunca lo he usado.","Muy seguro(a).","Muy seguro(a).","Muy seguro(a).","Facilidad de uso y claridad en la aplicación.","No.","No lo sé / No tengo suficiente información.","Muy probable.","Muy bajo.","25–34 años.","Alto.","Masculino","Apartado "
"11/14/2025 11:08:29","Acepto participar de forma voluntaria y anónima.","Lo conozco, pero nunca lo he usado.","Lo usé antes, pero ya no.","Lo uso actualmente.","Lo conozco, pero nunca lo he usado.","Poco seguro(a)","Poco seguro(a)","Seguro(a).","Recomendaciones de familiares o amigos.","No.","Igual que la banca tradicional.","Poco probable.","Muy bajo.","35–44 años.","Muy bajo.","Femenino","Apartado "
"11/14/2025 11:09:09","Acepto participar de forma voluntaria y anónima.","Lo usé antes, pero ya no.","Lo conozco, pero nunca lo he usado.","Lo uso actualmente.","Lo uso actualmente.","Poco seguro(a)","Nada seguro(a).","Seguro(a).","Reputación o respaldo de la empresa.","No.","Mejor que la banca tradicional.","Probable.","Bajo","35–44 años.","Muy bajo.","Masculino","Medellín "
"11/14/2025 11:09:28","Acepto participar de forma voluntaria y anónima.","Lo usé antes, pero ya no.","Lo conozco, pero nunca lo he usado.","Lo uso actualmente.","Lo usé antes, pero ya no.","Poco seguro(a)","Poco seguro(a)","Seguro(a).","Facilidad de uso y claridad en la aplicación., Recomendaciones de familiares o amigos.","No.","Igual que la banca tradicional.","Probable.","Alto.","25–34 años.","Alto.","Femenino","Apartado "
"11/14/2025 11:10:47","Acepto participar de forma voluntaria y anónima.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Lo usé antes, pero ya no.","Seguro(a).","Seguro(a).","Seguro(a).","Educación financiera o conocimiento del servicio., Recomendaciones de familiares o amigos.","No.","Igual que la banca tradicional.","Probable.","Alto.","35–44 años.","Alto.","Masculino","Apartadó "
"11/14/2025 11:13:40","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo usé antes, pero ya no.","Lo uso actualmente.","Lo uso actualmente.","Poco seguro(a)","Nada seguro(a).","Seguro(a).","Experiencias previas de fraude o estafa., Facilidad de uso y claridad en la aplicación.","Sí.","Peor que la banca tradicional.","Probable.","Alto.","35–44 años.","Alto.","Femenino","Apartadó "
"11/14/2025 11:14:47","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo conozco, pero nunca lo he usado.","Lo usé antes, pero ya no.","Lo usé antes, pero ya no.","Nada seguro(a).","Seguro(a).","Seguro(a).","Educación financiera o conocimiento del servicio.","No.","No lo sé / No tengo suficiente información.","Poco probable.","Alto.","25–34 años.","Alto.","Masculino","Apartado "
"11/14/2025 11:16:04","Acepto participar de forma voluntaria y anónima.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Lo uso actualmente.","Lo conozco, pero nunca lo he usado.","Seguro(a).","Seguro(a).","Seguro(a).","Reputación o respaldo de la empresa., Facilidad de uso y claridad en la aplicación.","No.","Igual que la banca tradicional.","Muy probable.","Alto.","35–44 años.","Alto.","Femenino","Apartado "
"11/14/2025 11:17:19","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo conozco, pero nunca lo he usado.","Lo uso actualmente.","Lo uso actualmente.","Poco seguro(a)","Poco seguro(a)","Poco seguro(a)","Experiencias previas de fraude o estafa., Facilidad de uso y claridad en la aplicación.","Sí.","Mejor que la banca tradicional.","Poco probable.","Bajo","25–34 años.","Bajo.","Femenino","Apartadó "
"11/14/2025 11:25:36","Acepto participar de forma voluntaria y anónima.","Lo usé antes, pero ya no.","Lo conozco, pero nunca lo he usado.","Lo uso actualmente.","Lo usé antes, pero ya no.","Seguro(a).","Seguro(a).","Seguro(a).","Facilidad de uso y claridad en la aplicación.","No.","Mejor que la banca tradicional.","Muy probable.","Alto.","25–34 años.","Alto.","Femenino","Apartadó "
"11/14/2025 11:39:18","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo usé antes, pero ya no.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Poco seguro(a)","Poco seguro(a)","Poco seguro(a)","Educación financiera o conocimiento del servicio.","No.","No lo sé / No tengo suficiente información.","Probable.","Alto.","45–54 años.","Bajo.","Masculino","Apartado "
"11/14/2025 11:39:33","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo usé antes, pero ya no.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Poco seguro(a)","Seguro(a).","Seguro(a).","Facilidad de uso y claridad en la aplicación.","No.","No lo sé / No tengo suficiente información.","Probable.","Bajo","25–34 años.","Bajo.","Femenino","Apartado "
"11/14/2025 11:50:25","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo usé antes, pero ya no.","Lo usé antes, pero ya no.","Lo usé antes, pero ya no.","Nada seguro(a).","Seguro(a).","Poco seguro(a)","Reputación o respaldo de la empresa.","No.","Mejor que la banca tradicional.","Probable.","Bajo","35–44 años.","Muy alto","Femenino","Apartado "
"11/14/2025 11:51:35","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Lo uso actualmente.","Seguro(a).","Seguro(a).","Seguro(a).","Educación financiera o conocimiento del servicio.","No.","No lo sé / No tengo suficiente información.","Probable.","Alto.","25–34 años.","Alto.","Femenino","Apartado "
"11/14/2025 11:57:26","Acepto participar de forma voluntaria y anónima.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Lo uso actualmente.","Lo conozco, pero nunca lo he usado.","Seguro(a).","Nada seguro(a).","Seguro(a).","Experiencias previas de fraude o estafa., Facilidad de uso y claridad en la aplicación.","Sí.","Igual que la banca tradicional.","Poco probable.","Alto.","35–44 años.","Alto.","Masculino","Apartadó "
"11/14/2025 12:00:47","Acepto participar de forma voluntaria y anónima.","Lo conozco, pero nunca lo he usado.","Lo usé antes, pero ya no.","Lo uso actualmente.","Lo usé antes, pero ya no.","Seguro(a).","Poco seguro(a)","Muy seguro(a).","Facilidad de uso y claridad en la aplicación.","No.","No lo sé / No tengo suficiente información.","Poco probable.","Bajo","35–44 años.","Bajo.","Masculino","Apartadó "
"11/14/2025 12:18:15","Acepto participar de forma voluntaria y anónima.","Lo conozco, pero nunca lo he usado.","Lo usé antes, pero ya no.","Lo conozco, pero nunca lo he usado.","Lo usé antes, pero ya no.","Poco seguro(a)","Poco seguro(a)","Seguro(a).","Facilidad de uso y claridad en la aplicación.","No.","No lo sé / No tengo suficiente información.","Poco probable.","Alto.","25–34 años.","Alto.","Femenino","Apartado "
"11/14/2025 12:19:01","Acepto participar de forma voluntaria y anónima.","Lo conozco, pero nunca lo he usado.","Lo usé antes, pero ya no.","Lo usé antes, pero ya no.","Lo usé antes, pero ya no.","Poco seguro(a)","Poco seguro(a)","Muy seguro(a).","Educación financiera o conocimiento del servicio.","No.","No lo sé / No tengo suficiente información.","Probable.","Bajo","25–34 años.","Alto.","Masculino","Medellín "
"11/14/2025 12:40:42","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo usé antes, pero ya no.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Seguro(a).","Seguro(a).","Nada seguro(a).","Recomendaciones de familiares o amigos.","No.","No lo sé / No tengo suficiente información.","Probable.","Alto.","35–44 años.","Bajo.","Femenino","Apartadó "
"11/14/2025 12:45:17","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo usé antes, pero ya no.","Lo usé antes, pero ya no.","Lo usé antes, pero ya no.","Nada seguro(a).","Nada seguro(a).","Nada seguro(a).","Experiencias previas de fraude o estafa., Educación financiera o conocimiento del servicio.","Sí.","Igual que la banca tradicional.","Probable.","Bajo","35–44 años.","Muy bajo.","Femenino","Apartado "
"11/14/2025 13:16:56","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","No lo conozco.","Lo usé antes, pero ya no.","Lo uso actualmente.","Seguro(a).","Poco seguro(a)","Poco seguro(a)","Reputación o respaldo de la empresa.","No.","Igual que la banca tradicional.","Probable.","Bajo","35–44 años.","Alto.","Femenino","Apartado"
"11/14/2025 13:18:52","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Poco seguro(a)","Poco seguro(a)","Poco seguro(a)","Reputación o respaldo de la empresa.","Sí.","No lo sé / No tengo suficiente información.","Probable.","Alto.","25–34 años.","Alto.","Femenino","Apartadó "
"11/14/2025 13:20:09","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo conozco, pero nunca lo he usado.","No lo conozco.","Lo conozco, pero nunca lo he usado.","Poco seguro(a)","Poco seguro(a)","Poco seguro(a)","Experiencias previas de fraude o estafa., Reputación o respaldo de la empresa.","Sí.","Peor que la banca tradicional.","Muy probable.","Bajo","25–34 años.","Bajo.","Masculino","Apartado "
"11/14/2025 13:22:38","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo usé antes, pero ya no.","Lo conozco, pero nunca lo he usado.","Lo usé antes, pero ya no.","Seguro(a).","Muy seguro(a).","Seguro(a).","Facilidad de uso y claridad en la aplicación., Recomendaciones de familiares o amigos.","No.","Mejor que la banca tradicional.","Probable.","Alto.","25–34 años.","Alto.","Femenino","Apartado "
"11/14/2025 13:26:02","Acepto participar de forma voluntaria y anónima.","Lo usé antes, pero ya no.","Lo uso actualmente.","Lo uso actualmente.","Lo uso actualmente.","Poco seguro(a)","Nada seguro(a).","Nada seguro(a).","Facilidad de uso y claridad en la aplicación.","Sí.","Igual que la banca tradicional.","Poco probable.","Bajo","25–34 años.","Muy bajo.","Masculino","Apartado"
"11/14/2025 13:57:57","Acepto participar de forma voluntaria y anónima.","Lo usé antes, pero ya no.","Lo usé antes, pero ya no.","Lo uso actualmente.","Lo uso actualmente.","Nada seguro(a).","Seguro(a).","Muy seguro(a).","Facilidad de uso y claridad en la aplicación., Recomendaciones de familiares o amigos.","No.","No lo sé / No tengo suficiente información.","Probable.","Muy bajo.","25–34 años.","Bajo.","Femenino","Apartado"
"11/14/2025 14:07:43","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Seguro(a).","Seguro(a).","Seguro(a).","Facilidad de uso y claridad en la aplicación.","No.","Mejor que la banca tradicional.","Probable.","Bajo","25–34 años.","Bajo.","Femenino","Turbo"
"11/14/2025 14:55:57","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo usé antes, pero ya no.","Lo usé antes, pero ya no.","Lo usé antes, pero ya no.","Nada seguro(a).","Poco seguro(a)","Seguro(a).","Facilidad de uso y claridad en la aplicación., Educación financiera o conocimiento del servicio.","Sí.","No lo sé / No tengo suficiente información.","Poco probable.","Bajo","25–34 años.","Bajo.","Masculino","Medellín"
"11/14/2025 16:44:15","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo usé antes, pero ya no.","Lo uso actualmente.","Lo uso actualmente.","Seguro(a).","Seguro(a).","Seguro(a).","Facilidad de uso y claridad en la aplicación., Educación financiera o conocimiento del servicio.","No.","Igual que la banca tradicional.","Muy probable.","Alto.","25–34 años.","Alto.","Masculino","Apartadó"
"11/14/2025 17:24:26","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo usé antes, pero ya no.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Muy seguro(a).","Muy seguro(a).","Poco seguro(a)","Reputación o respaldo de la empresa., Educación financiera o conocimiento del servicio.","No.","Igual que la banca tradicional.","Muy probable.","Muy alto.","18–24 años.","Alto.","Masculino","Medellín"
"11/14/2025 18:40:09","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo usé antes, pero ya no.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Seguro(a).","Seguro(a).","Nada seguro(a).","Experiencias previas de fraude o estafa.","Sí.","Igual que la banca tradicional.","Probable.","Alto.","35–44 años.","Alto.","Masculino","APARTADO"
"11/14/2025 20:11:06","Acepto participar de forma voluntaria y anónima.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Poco seguro(a)","Nada seguro(a).","Nada seguro(a).","Experiencias previas de fraude o estafa., Educación financiera o conocimiento del servicio.","No.","No lo sé / No tengo suficiente información.","Poco probable.","Muy bajo.","35–44 años.","Muy bajo.","Masculino","Chigorodó "
"11/14/2025 20:27:39","Acepto participar de forma voluntaria y anónima.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Seguro(a).","Seguro(a).","Seguro(a).","Recomendaciones de familiares o amigos.","No.","No lo sé / No tengo suficiente información.","Probable.","Bajo","35–44 años.","Bajo.","Femenino","Aparatado"
"11/14/2025 20:46:52","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo usé antes, pero ya no.","No lo conozco.","Lo conozco, pero nunca lo he usado.","Poco seguro(a)","Seguro(a).","Poco seguro(a)","Educación financiera o conocimiento del servicio.","No.","Igual que la banca tradicional.","Muy probable.","Alto.","25–34 años.","Bajo.","Femenino","Apartadó "
"11/14/2025 20:49:42","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo usé antes, pero ya no.","Lo uso actualmente.","Lo usé antes, pero ya no.","Seguro(a).","Seguro(a).","Seguro(a).","Facilidad de uso y claridad en la aplicación., Recomendaciones de familiares o amigos.","No.","No lo sé / No tengo suficiente información.","Probable.","Bajo","35–44 años.","Alto.","Femenino","Cañasgordas "
"11/15/2025 7:19:03","Acepto participar de forma voluntaria y anónima.","Lo usé antes, pero ya no.","Lo conozco, pero nunca lo he usado.","Lo usé antes, pero ya no.","Lo uso actualmente.","Seguro(a).","Seguro(a).","Seguro(a).","Experiencias previas de fraude o estafa., Facilidad de uso y claridad en la aplicación.","No.","Igual que la banca tradicional.","Muy probable.","Muy alto.","25–34 años.","Alto.","Femenino","Apartado"
"11/15/2025 7:46:34","Acepto participar de forma voluntaria y anónima.","Lo conozco, pero nunca lo he usado.","Lo uso actualmente.","Lo conozco, pero nunca lo he usado.","Lo uso actualmente.","Seguro(a).","Seguro(a).","Seguro(a).","Experiencias previas de fraude o estafa., Reputación o respaldo de la empresa.","No.","Igual que la banca tradicional.","Probable.","Alto.","35–44 años.","Bajo.","Masculino","Apartadó"
"11/15/2025 10:10:42","Acepto participar de forma voluntaria y anónima.","Lo conozco, pero nunca lo he usado.","No lo conozco.","Lo uso actualmente.","Lo usé antes, pero ya no.","Nada seguro(a).","Nada seguro(a).","Nada seguro(a).","Facilidad de uso y claridad en la aplicación., Educación financiera o conocimiento del servicio.","No.","No lo sé / No tengo suficiente información.","Poco probable.","Bajo","35–44 años.","Bajo.","Femenino","Apartadó "
"11/15/2025 10:22:38","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo usé antes, pero ya no.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Seguro(a).","Seguro(a).","Seguro(a).","Educación financiera o conocimiento del servicio.","No.","No lo sé / No tengo suficiente información.","Probable.","Alto.","45–54 años.","Bajo.","Femenino","Apartadó "
"11/15/2025 19:43:50","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo conozco, pero nunca lo he usado.","Lo uso actualmente.","Lo uso actualmente.","Poco seguro(a)","Poco seguro(a)","Muy seguro(a).","Recomendaciones de familiares o amigos.","No.","No lo sé / No tengo suficiente información.","Probable.","Bajo","55 años o más.","Muy bajo.","Femenino","Apartado "
"11/16/2025 12:30:56","Acepto participar de forma voluntaria y anónima.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Seguro(a).","Poco seguro(a)","Poco seguro(a)","Reputación o respaldo de la empresa., Recomendaciones de familiares o amigos.","No.","No lo sé / No tengo suficiente información.","Probable.","Bajo","25–34 años.","Bajo.","Femenino","Apartadó "
"11/18/2025 12:57:44","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo usé antes, pero ya no.","Lo usé antes, pero ya no.","Lo usé antes, pero ya no.","Seguro(a).","Muy seguro(a).","Poco seguro(a)","Facilidad de uso y claridad en la aplicación.","No.","Mejor que la banca tradicional.","Probable.","Alto.","25–34 años.","Alto.","Femenino","Medellín "
"11/18/2025 12:58:15","Acepto participar de forma voluntaria y anónima.","Lo usé antes, pero ya no.","Lo uso actualmente.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Seguro(a).","Seguro(a).","Poco seguro(a)","Reputación o respaldo de la empresa., Facilidad de uso y claridad en la aplicación.","No.","Mejor que la banca tradicional.","Poco probable.","Alto.","35–44 años.","Alto.","Masculino","Medellín"
"11/18/2025 13:02:49","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo usé antes, pero ya no.","Lo uso actualmente.","Lo uso actualmente.","Seguro(a).","Seguro(a).","Seguro(a).","Facilidad de uso y claridad en la aplicación., Recomendaciones de familiares o amigos.","No.","Mejor que la banca tradicional.","Probable.","Alto.","25–34 años.","Alto.","Femenino","Medellín "
"11/18/2025 13:06:26","Acepto participar de forma voluntaria y anónima.","Lo usé antes, pero ya no.","Lo usé antes, pero ya no.","Lo usé antes, pero ya no.","Lo conozco, pero nunca lo he usado.","Seguro(a).","Seguro(a).","Seguro(a).","Facilidad de uso y claridad en la aplicación., Educación financiera o conocimiento del servicio.","Sí.","Peor que la banca tradicional.","Probable.","Alto.","25–34 años.","Alto.","Femenino","Rionegro, Antioquia"
"11/18/2025 13:18:14","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo usé antes, pero ya no.","No lo conozco.","Lo conozco, pero nunca lo he usado.","Poco seguro(a)","Poco seguro(a)","Nada seguro(a).","Experiencias previas de fraude o estafa.","Sí.","No lo sé / No tengo suficiente información.","Poco probable.","Bajo","25–34 años.","Bajo.","Femenino","Sonsón "
"11/18/2025 13:19:50","Acepto participar de forma voluntaria y anónima.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Lo usé antes, pero ya no.","Lo usé antes, pero ya no.","Seguro(a).","Seguro(a).","Seguro(a).","Recomendaciones de familiares o amigos.","Sí.","Mejor que la banca tradicional.","Probable.","Bajo","25–34 años.","Bajo.","Femenino","Sonson Antioquía "
"11/18/2025 13:25:10","Acepto participar de forma voluntaria y anónima.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Seguro(a).","Seguro(a).","Poco seguro(a)","Experiencias previas de fraude o estafa., Recomendaciones de familiares o amigos.","No.","Igual que la banca tradicional.","Poco probable.","Alto.","25–34 años.","Bajo.","Femenino","Envigado "
"11/18/2025 13:30:00","Acepto participar de forma voluntaria y anónima.","Lo usé antes, pero ya no.","Lo usé antes, pero ya no.","Lo conozco, pero nunca lo he usado.","Lo uso actualmente.","Seguro(a).","Seguro(a).","Seguro(a).","Facilidad de uso y claridad en la aplicación.","Sí.","Peor que la banca tradicional.","Probable.","Alto.","25–34 años.","Alto.","Femenino","Sonsón "
"11/18/2025 13:30:46","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Seguro(a).","Seguro(a).","Seguro(a).","Facilidad de uso y claridad en la aplicación., Educación financiera o conocimiento del servicio.","No.","Igual que la banca tradicional.","Probable.","Alto.","25–34 años.","Alto.","Femenino","Sonson "
"11/18/2025 13:33:31","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Muy seguro(a).","Muy seguro(a).","Seguro(a).","Facilidad de uso y claridad en la aplicación.","No.","Mejor que la banca tradicional.","Muy probable.","Muy bajo.","18–24 años.","Alto.","Femenino","Sonsón Antioquia "
"11/18/2025 13:34:27","Acepto participar de forma voluntaria y anónima.","Lo conozco, pero nunca lo he usado.","Lo usé antes, pero ya no.","Lo conozco, pero nunca lo he usado.","Lo usé antes, pero ya no.","Poco seguro(a)","Poco seguro(a)","Poco seguro(a)","Educación financiera o conocimiento del servicio.","No.","Igual que la banca tradicional.","Poco probable.","Muy alto.","25–34 años.","Muy alto","Femenino","Sonsón "
"11/18/2025 13:34:51","Acepto participar de forma voluntaria y anónima.","Lo conozco, pero nunca lo he usado.","Lo uso actualmente.","Lo usé antes, pero ya no.","Lo uso actualmente.","Seguro(a).","Seguro(a).","Seguro(a).","Facilidad de uso y claridad en la aplicación., Recomendaciones de familiares o amigos.","No.","No lo sé / No tengo suficiente información.","Probable.","Bajo","25–34 años.","Bajo.","Femenino","Sonsón "
"11/18/2025 13:38:07","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo usé antes, pero ya no.","Lo usé antes, pero ya no.","Lo uso actualmente.","Seguro(a).","Seguro(a).","Seguro(a).","Reputación o respaldo de la empresa.","No.","Mejor que la banca tradicional.","Probable.","Bajo","18–24 años.","Alto.","Femenino","Sonsòn "
"11/18/2025 13:55:19","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo uso actualmente.","Lo uso actualmente.","Lo usé antes, pero ya no.","Seguro(a).","Seguro(a).","Muy seguro(a).","Facilidad de uso y claridad en la aplicación.","No.","Igual que la banca tradicional.","Probable.","Bajo","35–44 años.","Alto.","Femenino","Sonson antioquia "
"11/18/2025 13:55:47","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo usé antes, pero ya no.","Lo uso actualmente.","Lo conozco, pero nunca lo he usado.","Seguro(a).","Seguro(a).","Seguro(a).","Facilidad de uso y claridad en la aplicación., Recomendaciones de familiares o amigos.","No.","Igual que la banca tradicional.","Probable.","Alto.","18–24 años.","Bajo.","Femenino","Sonsón Antioquía "
"11/18/2025 14:00:57","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo conozco, pero nunca lo he usado.","No lo conozco.","Lo conozco, pero nunca lo he usado.","Seguro(a).","Muy seguro(a).","Poco seguro(a)","Educación financiera o conocimiento del servicio., Recomendaciones de familiares o amigos.","No.","Igual que la banca tradicional.","Poco probable.","Alto.","18–24 años.","Bajo.","Femenino","Sonsón "
"11/18/2025 14:08:44","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Lo uso actualmente.","Muy seguro(a).","Seguro(a).","Seguro(a).","Facilidad de uso y claridad en la aplicación., Recomendaciones de familiares o amigos.","Sí.","Igual que la banca tradicional.","Probable.","Alto.","18–24 años.","Alto.","Femenino","Sonsón Antioquia "
"11/18/2025 14:12:34","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo uso actualmente.","Lo uso actualmente.","Lo uso actualmente.","Muy seguro(a).","Muy seguro(a).","Muy seguro(a).","Facilidad de uso y claridad en la aplicación., Educación financiera o conocimiento del servicio.","No.","Mejor que la banca tradicional.","Muy probable.","Alto.","25–34 años.","Alto.","Femenino","Sonsón Antioquia "
